Word,N,Mean,SD
bookmark,28,5.857142857,1.353029132
bookmarker,26,4.576923077,1.836803243
bookseller,28,5,1.632993162
bookshelf,22,5.727272727,1.120451362
bookshop,25,3.92,2.32594067
bookwork,26,2.307692308,1.761118526
bookworm,24,3.458333333,2.021174146
boom,26,1.653846154,1.294366492
boomerang,24,5.666666667,1.372609912
booming,26,1.653846154,1.354763675
boost,24,1.916666667,1.501207244
boot,27,6.555555556,0.847318546
booth,25,4.92,1.705872211
bootlace,25,5.64,1.287115638
bootlegger,24,3.208333333,1.887698545
boots,23,6.434782609,0.787752093
booze,25,5.84,1.374772708
bop,25,3.12,2.166410241
bordello,18,3.611111111,1.786843714
border,24,3.125,1.918162617
bordered,24,1.583333333,1.017954755
bore,23,2.304347826,2.032347112
borehole,20,2.5,1.732050808
born,24,2.416666667,2.062431378
borough,23,2.130434783,1.486434044
borrow,26,1.423076923,0.902134222
bosom,25,5.52,1.503329638
boss,24,4.083333333,1.839580923
botanist,24,4.125,1.848912724
botch,23,1.782608696,1.650248514
both,23,1.47826087,1.274561073
bother,23,1.956521739,1.718304155
bottle,28,5.464285714,1.752926502
bottleneck,24,3.541666667,2.302723655
bottom,25,3.08,1.956186767
bought,25,1.92,1.605199884
bouillon,22,3.636363636,2.036464129
boulder,24,4.958333333,1.852827843
boulevard,25,3.4,1.914854216
bounce,25,3.08,2.234576768
bouncy,24,2,1.532261755
bound,24,2,1.615145706
bounty,24,3.125,2.132818099
bouquet,22,4.909090909,2.068104513
bourbon,23,5.173913043,1.77487961
bout,24,1.916666667,1.529895327
boutique,26,4.692307692,1.827987544
bowel,23,4.043478261,2.120854478
bowels,27,3.925925926,2.40073588
bowing,23,2.52173913,1.997033373
bowl,25,6.16,1.21380943
bowlful,23,2.956521739,2.142179452
bowling,28,5,1.905158689
box,24,6.291666667,1.041702898
boxer,23,4.608695652,1.900696773
boxing,26,3.461538462,2.231246633
boy,27,4.962962963,1.720498172
boycott,23,2.565217391,2.1068306
boyfriend,29,6.310344828,0.967450563
bra,23,6.52173913,0.790256875
brace,25,5.04,1.743559577
bracelet,24,6.5,0.932504808
bracket,24,3.25,1.961587644
braid,25,5.64,1.254325848
braiding,27,4.074074074,2.164857891
bran,27,4.407407407,2.188418102
branch,28,4.821428571,1.963624227
branching,26,2.076923077,1.809377283
brand,23,2.47826087,1.647851638
brandy,25,5.64,1.496662955
brass,25,4.4,1.979057015
brassiere,21,5.666666667,1.559914528
brassy,21,2,1.732050808
brat,25,3.28,1.671326818
bratwurst,23,5.434782609,1.590485545
brave,27,1.407407407,1.217161239
bravery,23,2,1.477097892
brawl,24,3.416666667,2.412227307
brawler,23,3.695652174,1.96410476
brazen,24,1.25,0.675663925
brazier,25,4.16,2.115025611
brazil,25,2.6,1.914854216
bread,26,6.230769231,1.305609201
breadbasket,27,5.222222222,1.908147175
breadboard,25,5.44,1.73397424
breadfruit,18,4.166666667,1.617914416
break,24,2.041666667,1.082636342
breakable,22,2.181818182,1.680032983
breakfast,23,6.173913043,1.466355219
breaking,24,1.916666667,1.501207244
breakwater,21,3.714285714,2.194148061
breast,25,5.4,1.802775638
breastbone,22,5.318181818,1.783158344
breastfeed,23,3.434782609,2.483144761
breastplate,22,5.136363636,1.958995237
breasts,23,6.173913043,1.154129893
breaststroke,23,2.739130435,1.51409713
breath,26,3.346153846,2.261721604
breathe,25,3.24,2.504662319
breathing,25,2.4,2.160246899
breathless,26,2.653846154,2.314170395
bred,22,2.227272727,1.797665634
breech,24,1.75,1.073393643
breeches,24,4.666666667,2.239306311
breed,27,3.666666667,2.075498087
breeze,27,2.814814815,1.798226413
breezy,23,2.652173913,1.991086858
brew,23,4.173913043,2.249286228
bribe,23,2.217391304,1.475759334
brick,25,5.64,1.976528944
bricklayer,25,4.84,1.404753834
brickwork,27,4.777777778,1.846687957
brickyard,25,4,1.848422751
bridegroom,26,4.384615385,2.118054259
bridesmaid,25,5.08,1.630950643
bridge,23,5.52173913,1.927541185
bridgework,25,3.64,1.933907961
brief,24,2.375,1.689159812
briefcase,24,6.25,1.032093693
briefs,25,5.64,1.997498436
brig,21,2.904761905,1.89485519
brigade,25,2.24,1.71464282
bright,25,1.36,0.810349719
brilliant,23,2.260869565,1.982133637
brim,23,2.695652174,1.663369598
brimstone,24,3.041666667,2.031901373
brine,26,4.192307692,1.625281041
bring,23,1.565217391,1.160959124
brisket,24,5.291666667,1.517411029
bristle,22,3.590909091,2.0853021
bristled,24,2.5,1.841549442
bristly,22,1.681818182,1.249242195
brittle,24,1.916666667,1.138903617
broach,24,5.041666667,1.944427191
broad,25,2.28,1.768238295
broadcaster,25,4,1.683250823
broccoli,25,5.04,2.188606863
brochure,25,6.2,1.258305739
broil,23,1.956521739,1.551487874
broiler,24,5.25,1.35934767
broke,26,1.653846154,1.129329277
broken,24,2.083333333,1.742478661
broker,28,4.464285714,1.400585667
brokerage,27,1.703703704,1.265361451
bronchial,24,2.833333333,2.200131748
brontosaurus,24,2,1.474419562
bronze,28,3.535714286,1.794686455
brooch,23,5.130434783,1.455533261
brood,23,2.434782609,1.804693048
brook,24,3.166666667,1.711004451
broom,24,6.416666667,1.059805834
broomstick,23,6.043478261,1.186218624
broth,28,5.321428571,1.564740457
brothel,24,3.791666667,1.718927033
brother,23,5.043478261,1.89444789
brow,24,4.416666667,2.145098896
brown,28,2.25,1.858414298
brownstone,25,3.52,1.734935157
browse,23,1.695652174,1.459600898
bruise,25,3.68,2.286190427
brunch,25,3.96,2.091251619
brunette,24,3.666666667,2.057154359
brunt,21,2.285714286,1.901127485
brush,23,6.043478261,1.609016099
brushes,21,4.857142857,2.197401062
brushfire,24,3.416666667,2.124733572
brushwood,20,3.9,2.149663376
brute,23,2.47826087,1.927541185
bubble,25,4.64,1.704894914
bubbling,25,2.16,1.675310916
bubbly,23,2,1.279204298
buccaneer,23,3.826086957,2.037203384
buck,24,4.291666667,1.899179838
bucket,27,6,1.467598771
bucketful,27,2.777777778,1.908147175
buckle,26,4.846153846,1.953300954
buckskin,22,4.227272727,1.823962671
bucktooth,23,3.782608696,2.043982782
buckwheat,25,4.44,1.781385229
bud,23,3.652173913,2.186917624
buddy,24,4.916666667,1.717345441
budge,25,2.12,1.563116545
budget,25,1.88,1.6663333
buff,24,1.916666667,1.791687732
buffalo,26,4.692307692,2.16830313
buffer,24,2.375,1.764689898
buffet,22,5.409090909,1.593411761
buffoon,24,2.666666667,1.761093205
bug,27,5.296296296,1.750050874
buggy,22,3.954545455,2.235583928
bugle,24,4.541666667,1.933214639
build,25,2.92,2.253145949
builder,23,4.826086957,1.825381004
building,24,5.208333333,1.768791449
built,26,1.230769231,0.5144078
bulb,23,5.391304348,1.947939014
bulge,23,3.47826087,2.019666156
bulk,26,1.769230769,1.274604011
bulkhead,23,3.695652174,1.717153633
bulky,25,2,1.38443731
bull,23,3.782608696,2.373270121
bulldoze,22,2.227272727,1.477830398
bulldozer,23,4.565217391,1.854382695
bullet,22,5.772727273,1.30682524
bulletin,26,4.192307692,2.172910137
bulletproof,26,1.576923077,1.137473584
bullfight,27,2.62962963,1.445101757
bullfighter,25,4.6,1.936491673
bullfrog,26,4.884615385,1.773740073
bullring,20,3.65,2.433861995
bully,28,4.857142857,1.778769565
bum,26,4.346153846,1.978733083
bumblebee,25,3.8,1.870828693
bump,23,3.434782609,1.700964618
bumpy,22,2.818181818,2.061815281
bun,24,5.916666667,1.31601066
bunch,24,3.125,1.918162617
bundle,24,2.958333333,1.876146992
bungalow,25,3.64,1.933907961
bunghole,21,3.666666667,2.435843454
bunion,25,4.36,2.360790828
bunk,23,4.260869565,2.136636935
bunker,26,4.038461538,1.969381004
bunkhouse,24,4.625,1.906795628
bunkmate,24,4.458333333,1.933214639
bunny,28,4.5,1.895413568
bunt,21,2.523809524,1.691716513
bunting,23,3.695652174,2.076596486
buoy,24,5.125,1.776966149
burden,24,2.5,1.911066172
bureau,27,4.037037037,2.244334431
bureaucrat,23,4,1.705605731
burger,27,6.111111111,1.739436985
burglar,23,4.260869565,1.959067294
burglarize,24,1.458333333,1.062366786
burgundy,24,1.708333333,1.39810949
buried,26,2.5,2.063976744
burlap,21,5.333333333,1.712697677
burlesque,28,2.214285714,1.771317628
burn,27,3.185185185,2.166831026
burning,24,2.375,1.97401599
burnt,24,2.083333333,1.612900888
burp,28,2.857142857,1.994701977
burr,22,3.454545455,2.132007164
burrow,22,2.818181818,1.991323169
burst,27,1.814814815,1.468569085
bus,26,5.192307692,1.549689795
bush,25,4.8,1.979057015
bushel,25,4.12,1.452583905
bushman,18,3.611111111,1.613869624
business,24,2.166666667,1.239448218
businessman,24,5.25,1.893926219
businesswoman,25,5.08,2.215851981
busman,25,4.68,2.322355126
bust,26,3.846153846,2.292462566
bustle,26,2.730769231,1.845159989
but,24,1.583333333,1.176459932
butch,27,1.814814815,1.359780441
butcher,23,4.739130435,1.863949651
butler,25,3.88,1.877942136
butt,23,5.652173913,1.191206251
butter,23,6.217391304,1.312752893
buttercup,25,5.48,1.417744688
butterfat,22,3.772727273,1.823962671
butterfly,24,4.25,2.090350501
buttermilk,23,4.826086957,2.059394746
butternut,27,3.740740741,2.086450659
butterscotch,26,4.769230769,2.065094522
buttery,23,1.869565217,1.632186148
buttock,24,5.25,1.77543626
buttocks,23,6.434782609,0.992063367
button,26,6.153846154,1.317339977
buttoned,24,2.916666667,2.062431378
buttonhole,27,5.074074074,1.858989095
buttonhook,20,4.45,1.791059669
buttress,20,2.5,1.877848713
buy,25,1.88,1.452583905
buzz,24,1.958333333,1.122077525
buzzard,23,3.086956522,1.975141962
buzzer,22,4.045454545,2.214180978
buzzing,25,1.68,0.988264472
by,23,1.347826087,0.934621734
bye,28,2.392857143,1.87259546
bypass,23,3.043478261,1.941842164
bystander,24,4.791666667,1.955575456
cab,25,5.6,1.290994449
cabbage,23,5.608695652,1.499670583
cabby,24,4.125,2.006781979
cabdriver,25,5.12,1.615549442
cabin,25,4.56,1.757839583
cabinet,25,5.64,1.350308607
cable,23,4.913043478,1.621252139
caboose,22,4,1.690308509
cache,22,2.727272727,1.695422919
cacti,27,4.333333333,2.183856856
cactus,24,4.5,2.206709137
cadaver,25,4.24,2.146314671
caddie,20,3.8,1.673320053
caddy,23,4.913043478,1.378834932
cadet,24,4.291666667,1.921936674
cadillac,25,5.12,1.810156531
cafe,22,4.772727273,2.022064437
cafeteria,25,4.8,1.414213562
caffeine,24,3.416666667,2.263446135
cage,24,5.291666667,1.627993341
cake,23,6.086956522,1.411415907
calculator,25,6.24,1.331665624
calender,25,5.84,1.34412301
calf,25,5.08,1.630950643
calfskin,25,3.96,2.15019379
calipers,18,4.666666667,2.275185836
call,23,2.434782609,1.804693048
calligrapher,24,4,1.933683127
calligraphy,26,2.576923077,1.747525723
calm,24,1.875,1.701980943
calmness,23,1.608695652,1.076151833
calves,25,5,1.5
camel,23,4.52173913,1.855448126
camera,23,6.086956522,1.345465228
cameraman,23,4.086956522,2.06514458
camisole,21,5.476190476,1.749829924
camouflage,24,2.875,1.825245665
camp,20,3.75,1.860248993
campaign,25,2.28,1.671326818
campground,26,4.230769231,1.632364967
camping,29,3.034482759,2.129432497
campsite,22,4.136363636,2.007022304
campus,24,3.583333333,2.083405796
can,25,4.88,2.047763007
canal,23,3.47826087,1.879786381
canary,26,3.807692308,2.172910137
cancer,28,4,2.357022604
candelabra,20,4.25,2.425196682
candidate,23,4.739130435,1.657418346
candle,24,5.166666667,2.239306311
candlelight,27,3.814814815,2.219442706
candlepower,21,2.142857143,1.681835732
candlestick,26,6,1.166190379
candy,25,6.4,0.957427108
cane,29,6.068965517,1.193166091
canine,24,5.375,1.689159812
cannabis,24,5.666666667,1.493949148
cannibal,28,3.178571429,2.126613922
canning,27,2.777777778,2.063106943
cannon,23,3.608695652,2.147707667
cannonball,23,4.304347826,2.162380477
canoe,22,5.818181818,1.622354657
canoeing,23,3.043478261,1.941842164
canon,24,3.833333333,2.200131748
cantaloupe,24,5.666666667,1.659404468
canteen,28,5.607142857,1.39680285
canter,22,1.727272727,1.120451362
canvas,22,5.590909091,1.501081861
canvass,23,4.347826087,2.327868624
cap,23,5.826086957,1.52709391
capacitor,24,4.375,1.739877557
capacity,25,1.8,1.354006401
cape,24,5.416666667,1.717345441
caper,27,3.407407407,1.865872847
capes,27,4.481481481,1.649484077
capital,28,2.428571429,1.874360561
capitol,23,2.608695652,2.126438132
capsule,24,5.041666667,1.706233244
captain,23,4.913043478,1.831865504
captive,23,2.47826087,1.728624393
capture,25,2,1.527525232
car,28,6.035714286,1.527092198
caramel,25,5.28,1.486606875
caravan,23,4.217391304,2.087985583
carbohydrate,25,4.2,1.779513042
carbon,26,3.153846154,2.013798554
carbonation,25,2.44,1.609347694
carcass,23,4.043478261,2.20491725
card,25,5.56,2.022374842
cardboard,23,5.739130435,1.355708178
cardigan,23,6.130434783,1.289973496
cardiogram,22,3.545454545,2.040711191
cardiograph,26,3.615384615,1.877805593
career,25,2.6,2.041241452
caress,24,2.791666667,1.977683464
caretaker,28,5.071428571,1.824292281
cargo,23,4.173913043,1.92240791
caribou,27,3.62962963,1.904410835
caricature,26,3.115384615,2.103842638
caricaturist,24,3.75,2.171955641
carload,25,2.64,1.912241268
carnage,26,1.923076923,1.494605685
carnal,24,1.875,1.596531567
carnation,24,4.083333333,2.375905624
carnival,24,5.125,1.483606065
carnivore,27,3.851851852,2.070000069
carol,25,2.04,1.619670748
carp,23,4.52173913,1.903813523
carpenter,28,5.464285714,1.502643174
carpet,24,6.041666667,0.85867272
carpetbag,24,3.875,1.962972458
carpetbagger,23,3.347826087,1.944892978
carpeting,26,5.115384615,1.840150496
carport,25,4.28,2.20831761
carriage,25,5.08,1.6563011
carrier,23,3.956521739,1.918291401
carrot,23,6.043478261,1.429502802
carry,25,2.8,2.121320344
carryall,24,4.25,2.090350501
carrying,24,2.25,1.983628647
carsick,22,2.636363636,1.865615041
carsickness,24,2.833333333,2.014440621
cart,25,5.4,1.471960144
cartel,23,2.52173913,1.927541185
cartilage,24,3.958333333,1.573673815
cartographer,26,4.076923077,1.809377283
carton,25,5,1.892969449
cartoon,24,1.916666667,1.471960144
cartoonist,23,4,1.758098146
cartridge,25,5.12,1.833030278
cartwheel,22,3.227272727,2.223935126
carve,27,2.481481481,1.928936941
carving,25,4.16,2.173323108
cascade,23,1.608695652,1.157549545
case,22,4.272727273,2.207817672
casebook,23,5.391304348,1.529680015
caseworker,25,4.32,2.014944168
cash,25,6.36,1.254325848
cashier,27,4.888888889,1.825741858
cashmere,24,4.875,1.727337735
casket,21,4.714285714,1.553797192
casserole,25,5.88,1.36381817
cassette,27,5.148148148,1.812429388
cast,24,3.916666667,2.145098896
caste,22,2,1.345185418
caster,22,2.5,1.566007967
castle,26,4.307692308,2.131088563
castrate,25,3.04,2.111081871
casual,25,2.28,2.092048438
cat,23,5.913043478,1.649050511
catacomb,22,4.181818182,1.893255288
catalogue,24,5.916666667,1.380506103
catapult,25,4.84,1.675310916
cataract,22,3.045454545,2.011331535
catch,25,2.32,1.842100251
caterer,24,4.166666667,1.833662685
catering,26,2.346153846,1.787563877
caterpillar,24,5.083333333,1.767254482
catfish,24,5,1.351327849
cathedral,24,4.5,2.02162225
catnap,24,2.333333333,1.903467469
catnip,25,4.52,1.917463602
catsup,27,5.074074074,1.998574991
cattle,24,4.625,2.081230823
catwalk,23,4.652173913,2.013786475
caucasian,24,3.708333333,2.367885989
caught,27,2.037037037,1.675191871
cauldron,25,4.8,1.936491673
cauliflower,26,5.269230769,1.929926264
cause,23,1.608695652,1.196173081
causeway,22,2.5,1.819209666
cauterize,26,2.115384615,1.608152308
cavalryman,24,4.291666667,1.921936674
cave,24,3.625,1.739877557
caveman,24,2.541666667,2.063748524
cavern,25,3.8,1.658312395
caviar,22,4.818181818,1.893255288
cayenne,23,5.347826087,1.640639999
cedar,24,4.583333333,1.691838893
ceiling,26,2.5,1.42126704
celery,23,6.086956522,0.949308048
cell,23,3.434782609,1.97313979
cellar,25,4.6,1.802775638
cellist,23,4.869565217,2.051703235
cello,26,5.038461538,1.989588284
cellophane,27,4.703703704,1.957526202
celluloid,23,2.260869565,1.543826159
cellulose,25,3.04,1.695090951
cement,25,5.04,2.071231518
cemetery,23,4.217391304,1.782656897
censor,21,2.333333333,1.852925615
census,24,1.791666667,1.062366786
cent,25,5.12,2.166410241
centaur,24,2,1.719453907
center,27,2.222222222,1.98713813
centerline,23,2.304347826,1.362977443
centimeter,25,1.64,1.186029792
centipede,24,5.25,1.77543626
central,27,1.62962963,1.418236938
centrifuge,21,3.904761905,2.071346468
century,23,1.304347826,0.558795995
ceramic,27,4.62962963,2.289577525
ceramics,24,5.458333333,1.318073913
cereal,24,5.958333333,1.627993341
cerebellum,27,3.185185185,2.112909715
cerebrum,27,2.666666667,2.056883378
ceremony,27,3.037037037,1.931151141
certificate,24,5.041666667,1.805286119
certification,27,1.666666667,1.176696811
cervical,25,2.2,1.443375673
cervix,23,4.739130435,2.115256084
chafe,18,2.444444444,1.854159782
chain,24,5.958333333,1.428869017
chair,25,6.88,0.331662479
chairman,29,4.965517241,1.860928313
chairperson,25,4.44,1.894729532
chairwoman,23,4.347826087,1.555304579
chalet,24,4.416666667,1.88625847
chalice,24,5.208333333,1.768791449
chalk,25,5.92,1.320353488
chalky,29,1.896551724,1.496300858
chamber,23,3.260869565,1.93572611
chambermaid,22,4.727272727,2.004324329
chameleon,24,4.25,1.510830466
champ,25,3.32,1.81934054
champagne,24,5.583333333,1.639635873
chancellor,24,3.291666667,1.781039429
chandelier,25,4.24,1.920937271
change,25,2.96,2.009975124
channel,24,2.583333333,1.100065874
chant,28,3.857142857,2.320828168
chanter,17,2.823529412,2.007339474
chanting,23,2.043478261,1.770420106
chap,23,3,2.067057637
chapel,25,4.52,1.939071943
chaperon,21,3.761904762,1.89485519
chaperone,25,4.08,1.754042949
chaplain,25,4.72,2.111871208
chapter,25,2.2,1.471960144
charcoal,27,4.740740741,1.89315757
charge,23,1.869565217,1.423962073
charm,26,3,2.059126028
charred,23,2.260869565,1.814522008
chart,28,4.428571429,1.772810521
charter,23,2.173913043,1.850114835
charting,23,1.782608696,1.204405615
chartreuse,16,2.0625,1.842778699
chase,23,2.043478261,1.795911034
chasm,22,2.181818182,1.592732412
chat,24,2.958333333,2.330873445
chateau,21,4.095238095,1.786190413
chauffeur,25,4.84,1.885912688
cheat,24,1.833333333,1.403928236
check,22,4.045454545,2.148693351
checkbook,24,5.666666667,1.434563005
checker,25,3.84,2.230097158
checkerboard,23,5.391304348,2.061313139
checklist,28,4.464285714,1.99038695
checkout,27,3.111111111,1.846687957
checkpoint,26,3.576923077,2.138655221
